txn_id,acc_from,acc_to,amount,txn_time
14808,46,3749,25951,261877
14809,1,8785,49875,185113
14810,2,5236,9300,11084
14811,1,1141,96078,151461
14812,2,4263,70472,55279
14813,3,3369,22729,87427
14814,33,363,51304,35163
14815,1,5186,3898,41729
14816,4,1295,57365,252891
14817,4,8360,93353,231888
14818,3,343,39191,244360
14819,4,520,1500,209918
14820,1,5284,5792,39835
14821,120,8085,43654,320493
14822,1,4619,71620,338155
14823,3,9833,23313,104447
14824,23,3622,53579,8962
14825,6,4597,63545,9399
14826,2,312,54979,227106
14827,1,5879,64623,323329
14828,1,5263,16777,247766
14829,1,9134,32288,37014
14830,8,2616,95887,170547
14831,3,2602,18249,44864
14832,2,9795,70242,235376
14833,13,1802,56602,81753
14834,6,4174,35210,180269
14835,1,9967,53921,43187
14836,1,238,31938,137156
14837,1,8868,87709,147634
14838,4,8535,42365,117830
14839,1,728,18204,327907
14840,2,4774,31727,295271
14841,1,9924,93578,60734
14842,26,1659,89611,199296
14843,1,5162,77551,147347
14844,74,390,53770,70566
14845,1,5181,17187,259348
14846,4,8200,83084,207066
14847,1,2573,46374,31846
14848,21,9750,24907,99671
14849,4,3598,2821,77823
14850,1,6841,71686,97360
14851,14,219,42103,112545
14852,12,8360,37037,176576
14853,12,9105,14609,108310
14854,1,7675,67434,166092
14855,17,7323,41782,78521
14856,21,3661,18981,197768
14857,1,531,27501,288341
14858,1,1949,68743,216463
14859,1,5236,99175,22573
14860,5,6096,41823,34510
14861,1,9238,99072,330027
14862,3,6426,22610,319271
14863,1,6675,38110,337064
14864,4,8052,2169,249004
14865,1,4778,44273,198108
14866,1,5833,47097,173285
14867,1,4195,20082,57699
14868,2,1688,76569,187033
14869,10,5821,74357,159640
14870,1,9307,95627,8002
14871,1,4329,75295,25739
14872,2,4933,94220,260496
14873,3,2401,79814,76958
14874,1,8222,68549,202953
14875,14,6606,9674,345906
14876,1,8653,58204,30141
14877,22,7182,35314,321323
14878,11,9082,79588,6650
14879,1,1498,72143,20680
14880,1,530,24855,60225
14881,1,7078,60903,242154
14882,27,5194,24331,60391
14883,1066,6732,25611,192648
14884,4,2578,82030,134540
14885,8,4935,46578,15107
14886,2,5295,40182,239332
14887,3,8391,75683,51089
14888,13,6086,81724,126431
14889,4,9583,61120,257493
14890,147,1926,40294,69917
14891,1,8195,2759,260681
14892,9,2377,20797,59858
14893,1,3146,61476,111936
14894,14,200,1451,55661
14895,1,3058,31716,92734
14896,1,1789,99428,151079
14897,1,555,34615,52733
14898,2,3477,94181,300245
14899,1,8373,38230,100771
14900,1,7921,9277,361530
14901,2,6726,56498,6094
14902,4,3994,93807,173209
14903,1,4413,78298,26633
14904,5,3579,30493,50944
14905,1,3198,49983,18679
14906,59,5829,91442,248121
14907,1,864,89087,236287
14908,1,1165,47346,352498
14909,10,6764,64176,216289
14910,6,3900,65908,224103
14911,1,2173,53093,122831
14912,161,1582,92754,197450
14913,28,8256,7423,99048
14914,1,3526,68645,229558
14915,15,4498,20663,208594
14916,1,4631,1003,185789
14917,1,8079,46890,195289
14918,1,6588,81509,272695
14919,1,2566,24563,319307
14920,17,1184,92034,287015
14921,45,2670,66440,329415
14922,1,1117,73870,44292
14923,2,471,10502,301665
14924,22,8619,24500,255580
14925,2,1895,59842,309710
14926,1,8132,67994,172768
14927,211,9192,57361,208012
14928,2,2533,10513,236182
14929,2,4635,95332,135379
14930,1,5662,49493,188721
14931,2,3512,63081,176109
14932,3439,9831,69196,96309
14933,1,8732,9789,113069
14934,1,8826,15264,265154
14935,304,1554,23716,322929
14936,6,5764,65801,143002
14937,5,5192,58647,99201
14938,1,6399,34552,18301
14939,14,1772,91482,159700
14940,24,9355,10985,103617
14941,1,4337,56542,194840
14942,1,5097,7259,137519
14943,1,4119,42070,146708
14944,13,1102,83046,93221
14945,3,3897,69225,92532
14946,2,1626,20066,307658
14947,1,3040,75095,305267
14948,1,3672,25570,235665
14949,1,549,78520,182865
14950,1,3577,89498,318050
14951,29,1362,89019,96726
14952,21,2558,57683,227094
14953,1,9061,33354,79311
14954,1,1383,11414,283809
14955,9,7766,90832,155179
14956,98,2579,31269,62970
14957,3,8312,28292,45896
14958,154,3556,22456,326688
14959,2,8044,3441,104766
14960,1,472,81661,231983
14961,25,8773,12250,140358
14962,18,6054,40443,120000
14963,174,2379,83687,230525
14964,221,4370,68227,55631
14965,3,3106,15201,251035
14966,7,5150,17673,310626
14967,2,4762,21271,266559
14968,1,6394,72083,166303
14969,1,2508,52797,34486
14970,2,5770,89941,283050
14971,16,6534,78676,77938
14972,2,4643,21070,344730
14973,4,870,29426,325032
14974,24,6428,15925,21758
14975,1,1344,14194,55629
14976,154,8027,4400,157302
14977,1,8134,71323,343849
14978,5,7692,30170,249593
14979,1,808,48973,71135
14980,1,7585,95449,1963
14981,1,8186,31716,296277
14982,24,921,82372,41874
14983,2,3728,16336,221744
14984,1,5170,67431,34284
14985,75,7397,62745,58655
14986,3,8123,56921,256983
14987,31,4198,8691,359714
14988,2,833,53100,139715
14989,3,9002,89101,274498
14990,3,4702,82781,163606
14991,1,2232,37602,178908
14992,1,4466,96105,323284
14993,9,8375,52958,152787
14994,25,3640,65808,221705
14995,3,4800,41442,55852
14996,1,5406,23267,258718
14997,44,6908,58277,124475
14998,168,5621,48347,90152
14999,1,4422,12036,364490
15000,2,8833,27894,95712
15001,1,2480,49789,282528
15002,195,9057,54049,271274
15003,1,6404,28128,156353
15004,1,8639,88543,178726
15005,2,9665,64434,254192
15006,1,4734,48139,342234
15007,438,8272,98168,290759
15008,1,3871,39680,92578
15009,16,2995,27002,188516
15010,4,8692,68149,334840
15011,2,270,43504,71156
15012,1,3436,51687,95416
15013,2,2883,42926,280057
15014,149,6603,15390,265683
15015,1,1068,82192,134747
15016,1,8989,35816,262917
15017,2,2539,54117,59593
15018,1,5106,61298,61239
15019,14,1124,95591,196866
15020,126,7737,49044,238428
15021,4,3951,92945,96506
15022,614,402,55051,49894
15023,1,3657,56982,290300
15024,4,2548,80426,364167
15025,5,7694,37181,282916
15026,1,3182,30279,332921
15027,21,2622,31442,167267
15028,29,4159,89340,195907
15029,4,3860,73206,112471
15030,427,8456,40373,205144
15031,1,4726,76443,37105
15032,2,8557,16239,166098
15033,1,7138,13360,101455
15034,13,7021,98657,26932
15035,13,5093,61928,338720
15036,1,1908,83063,3549
15037,1,4404,17972,167994
15038,275,4257,51563,196231
15039,2,9705,76174,109670
15040,1,5552,62504,48465
15041,2,7091,71695,188820
15042,1,4442,77372,322821
15043,13,361,68586,141626
15044,8,7613,19355,245820
15045,4,7420,20201,267976
15046,1,2276,65211,239619
15047,9,1206,38928,226
15048,2132,4669,49401,134515
15049,1,8147,78843,284085
15050,1,7773,30926,226516
15051,1,8602,44183,235941
15052,9,2439,35469,190577
15053,1,1875,51189,153315
15054,51,567,90791,48903
15055,1,8476,6605,275374
15056,1,9901,42730,132118
15057,4,5221,17513,43937
15058,8,1340,85277,71909
15059,1,5975,75569,163141
15060,12,4032,24676,129644
15061,3,7750,74623,351422
15062,3,2417,57385,220266
15063,60,738,13273,244814
15064,2,6152,81482,337325
15065,1,5402,30014,103075
15066,2,2024,78568,332288
15067,1,3725,79067,319993
15068,3,6661,96286,177838
15069,76,4255,83946,113540
15070,2,7041,24097,298015
15071,1,9371,7285,180794
15072,1,5581,23614,39132
15073,3,9548,21804,207387
15074,2,3060,41817,281571
15075,12,4502,1480,154728
15076,14,6796,7638,265982
15077,471,4055,96560,14171
15078,2,5404,36587,220359
15079,1,7993,76186,241262
15080,6,974,83150,247041
15081,12,7161,67644,183756
15082,10,4420,33853,311569
15083,6,5130,44539,302294
15084,1,4152,69785,264162
15085,1,5230,40412,213144
15086,3,83,16442,92857
15087,186,7263,55303,143892
15088,2,3300,9026,260929
15089,50,6125,90165,323108
15090,1,6864,17443,359895
15091,5,7760,34626,66935
15092,18,3797,39392,345519
15093,1,2505,71530,362396
15094,1,3904,83467,246742
15095,1,7558,44648,98010
15096,2,6830,67196,196309
15097,2,3738,78265,33993
15098,1,9975,13595,98987
15099,4,6223,72200,319480
15100,1,2090,63481,205188
15101,2,1445,49323,114148
15102,4,4605,68615,54570
15103,12,7513,19878,77997
15104,1,2859,42596,252138
15105,1,1938,45786,109483
15106,1,7094,83088,27188
15107,4,3718,79346,269323
15108,1,8592,738,276063
15109,1,4453,22535,18412
15110,11,38,80013,328734
15111,4,4094,79985,327822
15112,28,872,7226,254577
15113,3,4228,75587,112509
15114,1,108,52596,51383
15115,40,7425,23708,107421
15116,48,2193,4154,239063
15117,1,1854,31420,157258
15118,3,7053,44498,236335
15119,3,9125,14737,6287
15120,1,993,18006,85574
15121,1,1624,63805,116579
15122,5,9162,10864,167342
15123,4,5279,99343,161628
15124,1,1057,18699,136268
15125,4,8004,32797,4950
15126,6,4729,844,157666
15127,1,8991,13234,149260
15128,1,9566,49074,277224
15129,2,3674,54968,26366
15130,35,6754,91476,121704
15131,1,6081,10427,105889
15132,1,5726,60666,97593
15133,1,6122,27008,98120
15134,2,9261,14955,266206
15135,1,3613,16166,214401
15136,2,6859,17958,313412
15137,36,6802,96306,288632
15138,1,7665,43682,161347
15139,3,1532,37643,154534
15140,16,4034,28781,180394
15141,16,2549,87304,51702
15142,1,801,18448,113855
15143,5,2753,39445,259930
15144,1,6495,69066,251673
15145,430,2173,64725,44881
15146,3,5806,96562,37385
15147,1,889,27347,184265
15148,7,9524,59216,314285
15149,2,8883,96020,8480
15150,3,8294,83113,151971
15151,1,8389,54788,247095
15152,4,3668,80722,113044
15153,2,3608,74850,157780
15154,8,9747,76854,347848
15155,1,8057,24272,15638
15156,1,3375,41476,85695
15157,1,4954,70828,50441
15158,1,4250,54710,277292
15159,4,3972,69978,307996
15160,8,3722,31960,38490
15161,1,7054,26071,359367
15162,191,4735,75342,71126
15163,1,5301,91134,353184
15164,6,2202,97559,146161
15165,4,7990,98015,58575
15166,1,4568,13037,243704
15167,2,9108,43580,55156
15168,33,4096,85170,3549
15169,119,1158,53972,143855
15170,21,4380,3332,119438
15171,1187,7671,98776,344696
15172,2,1891,14491,276978
15173,61,333,57245,321440
15174,1,4008,66032,308312
15175,1,4982,84771,268733
15176,1,9970,75559,58816
15177,1,6157,19221,133048
15178,104,1045,69225,165540
15179,9,1134,87596,218462
15180,11,4779,87719,41452
15181,1,300,79331,321129
15182,1,8102,97251,173077
15183,2,1421,9698,339455
15184,1,3640,10084,177323
15185,1,3014,78788,116501
15186,22,4247,76659,121811
15187,4,8476,84698,81120
15188,11,3406,48108,319623
15189,24,3969,36350,250764
15190,18,2740,56254,87201
15191,8,7286,13652,311544
15192,10,3825,74942,49567
15193,2,2727,58174,353361
15194,47,7245,97869,104437
15195,1,7789,91948,70893
15196,5,167,30640,207619
15197,1,662,1626,360821
15198,1,5818,86730,150617
15199,1,4410,97389,329660
15200,211,6255,87724,237682
15201,2,1059,64486,76535
15202,2,8180,92690,164315
15203,9,2573,75775,59215
15204,1290,3329,83382,201032
15205,1,5441,57070,153452
15206,1,4267,76888,102847
15207,1,1186,96533,192990
15208,4,3584,73436,95636
15209,1,205,31199,24743
15210,3,2264,88248,265928
15211,1,5069,26393,202470
15212,1,4925,48432,201168
15213,2,383,77789,340797
15214,1,6987,74825,164021
15215,3,4701,80206,141955
15216,1,6412,53292,158018
15217,1,6043,8731,173763
15218,2,7953,86912,302844
15219,1,3799,6595,6631
15220,1159,8614,65981,106252
15221,130,4552,75776,345037
15222,1,8788,34974,155565
15223,1,677,62300,162580
15224,21,2809,80997,355549
15225,2,8927,2655,102885
15226,7,9512,89693,143562
15227,1,858,1331,33979
15228,1,5390,56807,278110
15229,2339,9455,63394,248554
15230,4,3674,94798,226619
15231,19,9982,49366,159305
15232,1,2505,15074,211178
15233,3,8576,79550,89052
15234,6,7086,73894,255137
15235,3,7436,76119,122660
15236,21,8193,41910,324909
15237,2,3076,47298,248356
15238,1,3271,94996,44535
15239,1,6598,4369,188828
15240,6,7499,77803,149807
15241,3,5129,59931,167237
15242,3,389,4673,40547
15243,9,5026,40424,240886
15244,1,2943,34226,194629
15245,2,7812,88937,298886
15246,6,4395,66980,19886
15247,6,2404,541,358285
15248,1,8496,64773,337329
15249,10,7239,68476,303033
15250,26,1112,62737,276111
15251,7,3844,19650,347602
15252,38,2181,48900,348857
15253,1,1708,48273,189147
15254,2,2602,23297,76275
15255,1,2211,52668,19382
15256,1,5881,37507,75453
15257,2,8698,68238,108034
15258,1,9413,82715,41952
15259,1,2443,27300,162986
15260,3,617,94253,219247
15261,1,8469,35481,173967
15262,2,7927,18832,229868
15263,2,7858,25808,12136
15264,1,3441,86662,310287
15265,18,9136,38177,251695
15266,6,1303,35214,206551
15267,2,3374,84527,308851
15268,7,796,81628,80693
15269,1,7250,5202,59005
15270,2,2562,63677,137494
15271,1,3173,15313,229105
15272,3,7829,35142,126755
15273,1,8818,69568,57856
15274,254,5906,82915,234218
15275,5,6082,10883,195977
15276,54,2331,12683,268238
15277,2,4272,44656,318861
15278,3,1409,75384,158778
15279,1,1384,62300,214019
15280,10,4032,67062,214177
15281,1,9998,3553,287655
15282,1,129,82672,116918
15283,40,3191,18806,188053
15284,1,5287,43255,309313
15285,4,5909,25680,313245
15286,2,182,92588,170142
15287,16,260,405,333407
15288,2,4815,18351,1173
15289,4,2329,47499,297720
15290,2,4044,81021,217361
15291,2,776,58425,45376
15292,1,362,13072,44781
15293,6,71,29355,71179
15294,1,2614,32737,186023
15295,7,3667,26060,360719
15296,2,4251,41764,108928
15297,17,5489,52313,19723
15298,13,6393,62335,163499
15299,38,2822,10590,207329
15300,1,8328,21666,131544
15301,1,6271,24459,87916
15302,203,3718,81395,333592
15303,2,4561,90455,281775
15304,16,3569,74993,224211
15305,7,810,78288,308555
15306,1,889,60114,305334
15307,1,1300,535,183432
15308,190,5787,82575,16174
15309,8,1143,82264,31332
15310,118,8697,10151,216133
15311,9,6069,26223,362448
15312,27,9422,92494,346414
15313,3,1033,47871,337314
15314,124,2538,8123,323510
15315,1,3743,85736,195076
15316,1,2471,85264,144241
15317,4,5432,1178,41980
15318,1,2792,93925,357892
15319,3,239,6924,218553
15320,1,8638,53610,64048
15321,188,5140,58573,344997
15322,2,9652,76274,110981
15323,57,3031,35137,211221
15324,7,6558,90186,139409
15325,4,2793,68587,308950
15326,2,8654,80993,340847
15327,3,6745,66709,5687
15328,1,6904,49439,298919
15329,7,3157,7100,17792
15330,1,7309,52800,146614
15331,386,2766,96919,150916
15332,4,5029,18604,294847
15333,1,8850,11846,269746
15334,44,2533,44209,190584
15335,1,2594,49215,207244
15336,13,9733,8598,253941
15337,5,2982,57534,82430
15338,4,3035,14739,125380
15339,2,364,72993,206593
15340,2,2759,16926,307301
15341,2,1215,53796,186461
15342,22,1920,93312,94707
15343,1,977,38777,348489
15344,1,3423,40908,50761
15345,41,6844,530,348568
15346,5,7998,14964,105110
15347,73,7821,62959,326860
15348,1,6205,39016,11558
15349,1,502,35615,79398
15350,1,8907,55547,211953
15351,7,8088,97397,278477
15352,2,5961,91591,311193
15353,6,4084,1797,39820
15354,13,2121,50809,316881
15355,1,5315,31983,344998
15356,1,3248,15954,264464
15357,2,210,84707,339596
15358,1,660,81384,288159
15359,17,2402,8557,213212
15360,29,6141,81383,116391
15361,1,2963,36012,4567
15362,7,8529,38625,332798
15363,1,8159,38613,301046
15364,1,3981,34733,41926
15365,2,3973,99281,76289
15366,1,2177,66830,261980
15367,1,422,18379,298541
15368,1,3223,27622,71303
15369,1,6931,2683,108526
15370,3,2954,16142,295018
15371,1,6730,42841,262412
15372,9,6365,33816,111849
15373,58,8388,48670,173889
15374,8,2275,80394,305068
15375,2,6612,92072,123749
15376,25,8468,89477,15832
15377,1,4010,1103,321845
15378,2,9578,3794,345354
15379,1,6155,26231,165682
15380,1,7763,30490,57306
15381,3,8788,44285,325714
15382,1,7666,60217,189679
15383,1,5757,77996,350799
15384,6,730,74718,165206
15385,4234,3998,25330,88911
15386,5,4060,25836,171663
15387,33,6443,75480,275875
15388,11,4981,31882,114339
15389,8,329,21056,169836
15390,53,8176,98017,46885
15391,5,2885,62042,285048
15392,1,6450,49502,131659
15393,9,9043,47835,336682
15394,381,7911,71694,361587
15395,71,8441,78323,89473
15396,2,8197,46754,165681
15397,1,7869,6920,49971
15398,1,3339,55192,29353
15399,2,3709,94971,260467
15400,1,5251,44147,161383
15401,1,5519,13622,175274
15402,1,1463,36477,92231
15403,80,8817,54797,39840
15404,483,5162,2813,318686
15405,1,3683,83620,342017
15406,3,2547,46527,269856
15407,1,553,11109,333404
15408,1,1788,87989,63635
15409,3,5642,4554,348158
15410,1,5046,96105,89480
15411,5,1668,55006,159934
15412,202,8259,90177,18325
15413,5,8648,14289,17996
15414,4,6504,91786,118737
15415,61,5842,13246,303547
15416,2,2347,52277,99819
15417,1,4469,46825,166946
15418,2,9040,20791,152231
15419,2,9130,17838,361908
15420,7,5182,70054,132803
15421,1,8173,17432,78131
15422,1,712,15869,360226
15423,1,356,2939,73382
15424,2,4944,88416,306654
15425,2,7509,64771,227010
15426,8,9570,23170,24977
15427,1,7635,52661,129845
15428,2,5594,45505,189416
15429,5,7256,81635,155802
15430,7,1699,89134,358804
15431,4,6275,50080,233092
15432,36,1501,52465,86118
15433,15,3324,43947,93818
15434,1,9941,29767,292970
15435,2,9412,85245,42687
15436,3,9583,26337,345294
15437,8,7651,44561,317890
15438,11,7440,83197,68742
15439,2,1619,28398,40782
15440,11,5360,68176,198865
15441,1,381,61839,37959
15442,563,8591,74946,132076
15443,2,7634,87771,290399
15444,1,849,58193,306898
15445,1,5663,32259,322529
15446,1,1389,13532,96845
15447,177,6685,39292,213144
15448,6,8900,42496,25692
15449,1,6539,59804,361293
15450,1,101,52070,139325
15451,2,89,93287,178526
15452,1,265,29320,249440
15453,1,2033,96489,214611
15454,1,5971,64132,22745
15455,1,7872,66630,233744
15456,5,2173,30431,251457
15457,8,2890,72862,245834
15458,7,5926,64093,209942
15459,19,8498,46894,227461
15460,1,6772,45554,111160
15461,9,9498,85822,309945
15462,1,5124,37213,247177
15463,1,7185,33275,50449
15464,2,6922,63960,148233
15465,6,8610,74070,324804
15466,2,5509,13514,344595
15467,5,233,2277,291789
15468,1,4656,26694,190695
15469,8,3737,45006,55595
15470,1,6830,87720,247029
15471,1,7316,82227,226313
15472,1,4348,99443,192062
15473,1,517,85835,240168
15474,4,4601,11489,188557
15475,1,4527,99213,348047
15476,1,1393,18539,281762
15477,1,3291,7754,319339
15478,270,3949,68900,28719
15479,1,8989,7194,283205
15480,843,5764,24759,237995
15481,492,1751,22810,219025
15482,1,2645,55521,331652
15483,33,7199,34930,179572
15484,6,8405,50588,38597
15485,18,9336,83265,345982
15486,5118,2142,99155,15426
15487,1,4824,70258,280353
15488,2,2128,87541,16202
15489,21,9195,18769,182818
15490,580,7037,45578,166701
15491,1,357,41109,99313
15492,15,4704,68656,32585
15493,1,2852,46242,53689
15494,1,1894,51319,32901
15495,4,4878,53755,239681
15496,1,9790,1976,344272
15497,37,4980,13932,286517
15498,1,611,58225,36706
15499,19,1270,27187,263679
15500,467,5650,8751,136442
15501,2,5913,38091,241706
15502,2,8780,36326,281430
15503,6,9083,42309,156691
15504,11,7506,53618,93427
15505,1,9296,30313,339218
15506,79,8362,51137,253954
15507,1,279,89039,97008
15508,1,9778,62579,205557
15509,13,7840,34046,105073
15510,1,6897,39765,43893
15511,2,3036,47194,190024
15512,1,5728,72547,266502
15513,1,2036,71121,95141
15514,3,9343,2024,320628
15515,1,1788,7348,89464
15516,1,9549,89195,20703
15517,1,1674,78893,305417
15518,1,3818,74376,142688
15519,3,9124,32393,160043
15520,1,3481,78743,19092
15521,2,15,59327,344156
15522,2,1076,69878,242083
15523,1,9748,63733,25001
15524,1,5152,7208,354504
15525,1,8256,96683,88832
15526,5,2809,32795,132203
15527,58,9659,37260,329228
15528,19,3400,80393,330934
15529,10,7720,38079,94713
15530,1,8035,64454,311171
15531,2271,8366,28996,5018
15532,1,2148,13670,143898
15533,1,8326,21001,103238
15534,1,1485,28325,19119
15535,1,9727,28627,287876
15536,11,8420,21308,71626
15537,2,2836,32364,180100
15538,2,1047,78282,150859
15539,1,1609,37071,257241
15540,16,6359,18067,307487
15541,2,8899,19630,129595
15542,1,3431,9275,278848
15543,111,4213,38342,161429
15544,7,6395,78601,22185
15545,1,8611,26324,176117
15546,2,4665,64051,51775
15547,16,7056,72506,337641
15548,3,1744,61877,239951
15549,1,8931,96618,226488
15550,1839,6430,48076,136487
15551,1,5935,3516,27134
15552,1,6061,52791,158832
15553,12,4896,99981,17687
15554,2,1802,33062,75126
15555,1,371,41649,161207
15556,1,1407,25071,231964
15557,1,3832,93004,136813
15558,44,9685,82498,257420
15559,6,9389,19573,80449
15560,4,961,94195,286687
15561,33,7230,58467,284082
15562,30,8310,42402,319606
15563,14,9814,11228,355704
15564,4,8426,77212,354061
15565,5,1930,60563,227341
15566,5303,9627,56229,30434
15567,120,3724,69634,123645
15568,1,8608,56420,78131
15569,2,6915,10998,207735
15570,1,855,8743,279035
15571,2,5530,1692,124317
15572,1,561,95810,326906
15573,1,8173,70023,212866
15574,1,1581,91460,133719
15575,1,7601,56469,236926
15576,1,4935,86043,243702
15577,1,8290,17199,207339
15578,1653,7919,39342,352486
15579,2,4632,49171,79514
15580,1,5693,5669,336421
15581,2,7492,57068,88001
15582,1,8973,75249,127415
15583,140,8902,97137,113575
15584,9,5230,74770,120336
15585,1,6436,66458,133558
15586,3,1005,57864,34629
15587,3,2104,47386,253426
15588,1,1694,60010,40626
15589,1,411,25214,149657
15590,1,7476,41839,331330
15591,2,3300,91036,59392
15592,8,775,16373,243846
15593,1,40,23893,230726
15594,4,2176,54333,39656
15595,1,602,81255,269085
15596,71,6003,52532,315644
15597,31,83,30058,309264
15598,37,4887,73333,63915
15599,1,3972,25083,163637
15600,4,3443,75251,99066
15601,1,7796,40622,68016
15602,1,7101,47449,305417
15603,2,1391,47331,250042
15604,11,9251,99034,47130
15605,124,6341,88431,232649
15606,5,8557,85678,313857
15607,1,7251,79542,76231
15608,1066,975,51137,126017
15609,4,6262,87770,285902
15610,1,8553,9757,258052
15611,15,3049,80365,258340
15612,1,1110,12108,356843
15613,1,8440,22090,171832
15614,1,4778,27900,146095
15615,5,1534,96123,61491
15616,490,1553,90762,286421
15617,28,2998,70496,275280
15618,9,2759,76970,49548
15619,1,5090,61366,22975
15620,5,5245,37011,130202
15621,1,1530,20165,168133
15622,3,5874,85740,153832
15623,1,4525,38273,112858
15624,8,3007,22788,31250
15625,1757,8429,85341,335974
15626,1,403,43297,15572
15627,21,9564,73043,363259
15628,5,4423,95812,27595
15629,9,1354,53128,329267
15630,8769,2633,31991,112150
15631,2,4007,48786,52353
15632,8,717,60825,113769
15633,2,1032,41594,114462
15634,1,3480,47374,222417
15635,2,9707,37417,37433
15636,1,100,80657,158149
15637,2,7281,36292,192558
15638,1,3202,64055,291304
15639,10,1974,68197,253981
15640,423,5344,11746,119013
15641,15,143,692,207639
15642,1,581,77603,219248
15643,14,1582,22913,338413
15644,88,9393,21545,197634
15645,14,3734,50763,57745
15646,3,1823,47947,230209
15647,3,7256,53293,150600
15648,89,3302,61258,278154
15649,7,5183,4848,237445
15650,68,482,84011,332270
15651,89,7550,49032,182555
15652,1,156,31889,109272
15653,6,5126,82867,10469
15654,1,3730,21912,298370
15655,1,828,13566,60999
15656,6,4366,80544,123626
15657,1,5811,89879,265601
15658,62,2476,18227,43891
15659,30,1374,98710,194386
15660,1,716,72306,283354
15661,43,5,91849,316768
15662,3,5629,6462,203368
15663,2,6106,78796,118777
15664,1,1539,93173,141732
15665,30,400,71892,51224
15666,1,5739,16899,336889
15667,41,9033,51429,5892
15668,2,9711,20466,45963
15669,2,5029,34354,258027
15670,7,7879,32965,314642
15671,5,5442,22675,72794
15672,1,4326,86602,317754
15673,5,9496,58045,209194
15674,43,9324,15841,198361
15675,1,7354,51783,298240
15676,1,6850,42717,356051
15677,3,434,98101,38259
15678,1,5703,6856,218892
15679,1,5507,38913,57768
15680,4,7102,58139,275649
15681,1219,5444,29172,13727
15682,1,5143,50816,243965
15683,11,5650,84491,303395
15684,2,1036,72728,329302
15685,18,3995,17822,335511
15686,1,3427,26061,167069
15687,1,8789,85946,184875
15688,1,1887,16657,243639
15689,1,8393,85271,52466
15690,1,6889,97668,327402
15691,3,2843,3236,178121
15692,2,6777,905,174849
15693,6,9240,74861,101501
15694,1,1055,75534,242193
15695,10,6577,49118,206677
15696,1,8698,19396,195039
15697,2,755,20634,275716
15698,2,6448,12032,325993
15699,2,6769,70407,49110
15700,1,9235,15269,11275
15701,1,646,71408,261841
15702,7,534,22965,279253
15703,3,3809,55000,174491
15704,4,294,5537,350111
15705,110,4082,8432,319979
15706,1,5179,59869,291723
15707,54,9110,20859,166119
15708,3,2307,24149,9879
15709,2,6179,46607,66125
15710,15,7440,65323,153579
15711,20,6379,6330,94246
15712,1,6665,30446,249076
15713,19,1521,11774,362074
15714,5,6358,77136,27843
15715,6,7174,19515,231560
15716,1,8200,48606,195360
15717,22,8065,98940,242059
15718,3,7794,34962,291473
15719,102,12,68455,189163
15720,1,2953,68684,218618
15721,1,9856,69199,65749
15722,2,6695,850,197883
15723,1,7105,66745,83470
15724,10,9854,57187,246741
15725,1,2919,40290,54824
15726,17,7554,65715,211061
15727,2,709,34493,88345
15728,3,8028,66997,357568
15729,3,5361,74749,275223
15730,2,7209,90588,80994
15731,6,1995,79392,187456
15732,1,2027,81927,190619
15733,2,7785,57160,89288
15734,2,6233,60657,92127
15735,15,9277,17963,188548
15736,2,5703,43552,176202
15737,58,4314,56478,189256
15738,4,8284,30067,34172
15739,1,929,77949,311628
15740,369,3749,20749,53890
15741,3,3884,13886,339105
15742,4427,4074,6125,171489
15743,5,6236,48308,137869
15744,3,3788,87641,263815
15745,3,6967,65463,57078
15746,4,8075,37309,90931
15747,1,1350,67290,345567
15748,2,7640,97691,172041
15749,5,6195,87580,248648
15750,1,7407,85969,191086
15751,30,2052,39351,352865
15752,1,7486,91687,183830
15753,2,1771,32314,343223
15754,5275,9235,30157,143425
15755,90,4259,87232,348540
15756,3,698,6367,155759
15757,1,1051,70719,187692
15758,4,159,96883,224971
15759,1,130,65358,343990
15760,7,8509,40264,125030
15761,9,3811,36245,275887
15762,2,5283,94410,224618
15763,1,8368,62078,315731
15764,1337,3163,38275,16244
15765,51,4208,72623,206330
15766,4,4065,71142,138732
15767,1,7779,2158,231970
15768,2,472,30008,345277
15769,1,846,11460,146613
15770,1,8297,19644,203198
15771,4,7069,90860,22704
15772,11,8641,21908,42390
15773,2,7227,54996,143309
15774,20,6543,65512,10611
15775,11,5619,65199,156452
15776,52,3,45106,17310
15777,5,8734,4928,4861
15778,233,1027,69253,342849
15779,1,65,90317,209401
15780,1,1932,15941,322445
15781,4,6281,70269,292588
15782,2,77,98299,318029
15783,1,888,40355,85582
15784,1,6698,96442,334449
15785,23,3661,92280,147159
15786,1,5058,44413,18744
15787,4,4345,4368,250986
15788,3,4810,19310,337773
15789,1,9795,18530,65944
15790,1,1026,29848,327603
15791,4,5354,17070,13613
15792,2,6774,34341,356987
15793,32,5631,74430,113348
15794,1,6884,16028,337854
15795,2,3313,90259,246285
15796,1,5616,59520,251875
15797,1,1397,83746,221183
15798,69,6942,19941,61358
15799,1,5335,95250,295561
15800,2,8474,91633,328386
15801,516,4411,62895,338650
15802,1,9381,90745,117139
15803,2,1604,64724,354680
15804,1,9064,22376,352272
15805,22,6546,70102,33562
15806,36,4232,87687,61376
15807,134,5381,86332,15480
15808,74,4841,43949,238684
15809,1,4620,88415,8568
15810,27,7949,24853,336014
15811,1,5474,76793,47513
15812,1,2792,69103,328073
